	HS578T	MCF7	MDA-MB-231	T47D	ZR-75B
RP11-810K23.7	0	0	0	0	0
RP11-810K23.9	0	0	0	0	0
RP11-810M2.2	5.04546	1.97677	3.17451	1.80972	3.30047
RP11-810P12.1	0	0	0	0	0
RP11-810P12.5	0	0	0	0	0
RP11-810P12.6	0	0	0	0	0
RP11-810P8.1	0	0	0	0	0
RP11-811I15.1	0	0	0	0	0.0473159
RP11-811J10.1	0	0	0	0	0
RP11-812D23.1	0	0	0	0	0
RP11-812E19.10	0	0	0	0	0
RP11-812E19.3	0	0	0	0	0
RP11-812E19.4	0	0	0	0	0
RP11-812E19.5	0	0	0	0	0
RP11-812E19.6	0.420822	0	0.926981	0.221127	0
RP11-812E19.7	0	0	0	0	0
RP11-812I20.2	0	0	0	0	0.107116
RP11-813B8.1	0	0	0	0	0
RP11-813F20.1	0	0	0	0	0
RP11-813F20.2	0	0	0	0	0
RP11-813F20.4	0	0	0	0	0
RP11-813I20.2	0.155035	0	0	0	0
RP11-813M16.1	0	0	0	0	0
RP11-813N20.1	0	0	0	0	0
RP11-813N20.2	0	0	0	0	0
RP11-813N20.3	0	0	0	0	0
RP11-813P10.1	0	0	0	0	0
RP11-813P10.2	0	0	0	0.23984	0.100405
RP11-814E24.1	0	0	0	0	0
RP11-814E24.3	0	0	0.0735578	0	0
RP11-814P5.1	0	0	0	0	0.0105265
RP11-815D16.1	0	7.29E-65	0	0	0
RP11-815I22.1	0	0	0	0	0
RP11-815I9.3	0	0	0	0	0
RP11-815I9.4	2.57342	1.84781	1.42798	2.00549	1.18302
RP11-815I9.5	0	1.19E-62	0.685809	4.07E-131	0.84217
RP11-815J21.1	0	0	0	0	0.0451182
RP11-815J21.2	1.84E-273	3.50E-76	1.29E-206	8.28E-89	6.90E-202
RP11-815J21.3	0	0	0	0	0
RP11-815J21.4	0.0946497	0	0	0	0
RP11-815J4.1	0	0	0	0	0
RP11-815J4.4	0	0	0	0	0
RP11-815J4.5	0	0	0	0	0
RP11-815J4.6	4.09946	1.58193	1.79068	1.20824	2.08348
RP11-815J4.7	6.93166	9.42501	4.80797	4.99432	11.1791
RP11-815M8.1	0.105942	0	0	0	0
RP11-815N9.2	0.852338	0.479833	1.0853	0.580868	1.35085
RP11-816B4.1	0.455329	0	0	0	0
RP11-816J8.1	0	0.207904	0	0	0
RP11-817J15.2	0	0	0	0	0
RP11-817J15.3	0	0	0.0489887	0.390751	0
RP11-817O13.1	0	0	0	0.268714	0
RP11-817O13.2	0	0	0	0	0
RP11-817O13.6	0.245024	0.394894	0	0	0
RP11-817O13.8	0.488235	0.826785	0.665817	1.75402	0.439197
RP11-818C3.1	0	0	0	0	0
RP11-818F20.4	0	0	0	0	0
RP11-818F20.5	0.964505	0	3.14671	0	0
RP11-818O24.3	0.5472	0.0922265	0.425209	0.302951	0.494581
RP11-819C21.1	0.0733282	0.22592	0.15521	0.184624	0.347059
RP11-819M15.1	5.06395	1.82536	1.22861	2.2875	4.96498
RP11-81A1.3	0.121617	0	0.27118	0.137244	0.323162
RP11-81A22.5	0.233684	0.469968	0.203109	0	0
RP11-81B10.2	0	0	0	0	0
RP11-81B23.1	0	0	0	0	0
RP11-81F11.3	0.977155	0.18383	0.147606	0	0.0548754
RP11-81F13.1	0	0	0	0	0
RP11-81F13.2	0	0	0	0	0
RP11-81H14.2	0.116009	0	0	0	0.0644774
RP11-81H14.3	0.0959484	0.11571	0.138647	0.157867	0.106784
RP11-81H14.4	0	0	0	0	0
RP11-81H3.1	0	0	0	0	0
RP11-81H3.2	0	2.02374	0.260244	0	0
RP1-181J22.1	0	0.967851	0.979019	0.959093	1.19937
RP11-81K13.1	0	0	0	0	0
RP11-81K2.1	0	0	0.119233	0	0
RP11-81M19.1	0	0	0	0	0
RP11-81M19.3	0	0	0	0	0
RP11-81N13.1	4.21202	0.701489	4.15143	0.321843	1.03255
RP11-820I16.1	0	0	0	0	0
RP11-820I16.2	0	0	0	0	0
RP11-820I16.3	0	0	0.0737253	0	0
RP11-820K3.2	0	0	0	0	0
RP11-820K3.3	0	0	0	0	0
RP11-820K3.4	0	0.116269	0	0	0
RP11-820L6.1	2.17273	0	1.62838	0	0
RP11-822E23.1	0	0	0	0	0
RP11-822E23.2	0	0	0	0	0
RP11-822E23.2	0	0	0	0	0
RP11-822E23.3	0	0	0	0	0
RP11-822E23.3	0	0	0	0	0
RP11-822E23.4	0	0	0	0	0
RP11-822E23.4	0	0	0	0	0
RP11-822E23.5	0	0	0	0	0
RP11-822E23.5	0	0	0	0	0
RP11-822E23.6	0	0	0	0	0
RP11-822E23.7	0	0	0	0	0
RP11-822E23.7	0	0	0	0	0
RP11-822P1.1	0	0	0	0	0
RP11-823P9.3	0	0.118502	0.0332927	0.0411831	0.131717
RP11-824M15.3	0.254373	0	0	0	0
RP11-826N14.1	0	0	0	0	0
RP11-826N14.2	0	0	0	0	0.00990606
RP11-826N14.4	0	0	0	0	0
RP11-829H16.1	0	0	0	0	0
RP11-829H16.2	0	0.559512	0.706349	0.460748	0.771934
RP11-829H16.3	0	5.65E-118	0.000689822	0	9.96E-139
RP11-829H16.5	0	0	0.274304	0	0.130715
RP11-82C23.2	0	0	0	0	0
RP1-182D15.2	0	0	0	0	0
RP11-82H13.2	1.66762	1.1601	1.40219	1.28636	3.16676
RP11-82I10.1	0	0	0.104355	0	0.00516363
RP11-82K18.2	0	0.11873	0.0855919	0.0976547	0
RP11-82L18.2	6.32826	0.535331	3.4071	0.219771	0.123678
RP11-82L18.4	6.65183	0	3.0134	0	0
RP11-82L20.1	0	0	0	0	0
RP11-82L7.1	0	0	0	0	0
RP11-82L7.4	0	0	0	0	0
RP1-182O16.1	6.26198	20.6606	7.47067	9.30441	15.6228
RP1-182O16.2	0.304477	0	0.0704287	0.0401065	0
RP11-82O18.2	0	0	0	0.0741607	0
RP11-82O19.1	0	0	0	0	0
RP11-82O19.2	0	0	0	0.0396599	0
RP11-830F9.5	0	1.12873	0	0.310709	0.137555
RP11-830F9.6	0	1.81224	0	0.173242	0.0325961
RP11-830F9.7	0	1.99934	0	0.923445	0.00996352
RP11-831A10.1	0	0	0	0	0
RP11-831A10.2	0	0	0	0	0
RP11-831F12.2	0	0	0	0	0
RP11-831F12.3	0	0.103132	0.445851	0.0847484	0.569856
RP11-831F12.4	0	0	0	0	0
RP11-831H9.11	9.28E-169	2.58E-40	1.37E-95	0.262358	0.20946
RP11-831H9.16	28.8034	26.8289	14.8251	44.8231	18.4149
RP11-831H9.3	0	0	0	0	0
RP11-832A4.5	0	0	0	0	0
RP11-832N8.1	0	0.293234	0	0	0
RP11-834C11.10	0.0800636	0.0643866	0.185323	0.0527879	0.445273
RP11-834C11.11	0.0242608	0.448522	0.154121	0.223237	0.513226
RP11-834C11.3	0	0.162152	0.0964985	0.537496	6.27076
RP11-834C11.4	3.50833	0.512799	0.0921477	3.14712	1.1094
RP11-834C11.5	0	0.992267	0.0797776	0.0385453	0.0550627
RP11-834C11.6	0	0.306977	0	0.168163	0.777444
RP11-834C11.7	0	0.836117	0.303343	0	0.284898
RP11-834C11.8	0	0.151765	0	0.125057	0.104648
RP11-835E18.4	2.19E-42	0	1.58E-09	0.0418338	0.0864379
RP11-835E18.5	6.60E-155	0	1.17E-144	3.30E-29	4.06E-107
RP11-838N2.3	0.18778	0	0	0	0
RP11-838N2.4	4.59774	0	0.185244	0	0
RP11-838N2.5	0	0.109087	0	0	0
RP11-838N2.8	0	0.134605	0	0	0
RP11-839D17.2	0	0	0	0	0
RP11-839D17.2	0	0	0	0	0
RP11-839D17.3	0.130936	0.0655699	0	0.259738	0.218269
RP11-839D17.3	0	0	0	0	0
RP11-839G9.1	1.05E-23	2.58E-24	2.39E-25	1.24E-10	9.19E-18
RP11-83A16.1	0	0	0	0	0
RP11-83A24.1	0	0	0.0659597	0.0752047	0
RP11-83B20.1	0.0858306	0	0.0496017	0.141179	0
RP11-83C7.1	0	0	0	0	0
RP11-83C7.2	0	0	0	0	0
RP11-83J16.1	2.1822	19.9145	7.02797	3.55087	14.4392
RP11-83J16.3	0	0.0352131	0.0253133	0	0.0487506
RP11-83J21.3	0	0	0	0	0
RP11-83M16.1	0	0	0	0	0
RP11-83M16.2	0	0	0	0	0
RP11-83M16.3	0	0	0	0	0
RP11-83M16.4	0	0	0	0	0.110592
RP11-83M16.5	0	0	0	0	0
RP11-83M16.6	0	0	0	0	0
RP11-83N9.5	0.0864405	1.67562	0.0999069	0.369683	0.387818
RP11-840I19.3	0.254264	0.540556	0.0873491	0	0.237293
RP11-841C19.1	0	0	0	0	0
RP11-841C19.3	13.8561	3.32959	11.6977	6.10058	14.3001
RP11-841C19.4	0	0	0	0	0
RP11-841C19.6	2.74009	5.1315	3.96283	2.87238	2.56396
RP11-841O20.2	4.77E-36	3.56E-09	7.48E-08	1.46E-42	2.47E-16
RP11-843A23.1	0	0	0	0	0
RP11-843A23.2	0	0	0	0	0
RP11-843B15.1	0	0	0	0	0
RP11-843B15.2	4.40E-236	0	0	0	2.46E-170
RP11-843P14.1	0.76312	0.409303	0.516077	0.0840815	0.989474
RP11-843P14.2	0	0.656211	0.471986	0.179459	3.46E-64
RP11-844G16.1	0	0	0	0	0
RP11-844P9.1	0	0	0.0257115	0	0.0644333
RP11-844P9.2	0.163061	0.211145	0.941313	0.231138	0.437227
RP11-844P9.3	1.39192	0.681242	3.14961	1.51457	4.27593
RP11-845C23.2	0.102064	0	0	0.0335918	0
RP11-845C23.3	2.47E-12	4.87E-86	3.43E-29	4.47E-103	0.00314564
RP11-845M18.3	0	0.325127	0	0.0474015	0
RP11-845M18.6	0.101749	0.65473	0.117851	0.134335	0.0565659
RP11-845M18.7	0	0.468574	0	0.0640794	0.107967
RP11-845M18.8	0	0.111639	0.0804609	0	0
RP11-846C15.2	0	0	0	0	0
RP11-846E15.1	0	0	0	0	0
RP11-846E15.2	0	0	0	0	0
RP11-846E15.3	0	0	0	0	0
RP11-846E15.4	0	0	0	0	0
RP11-846F4.1	0	0	0	0	0
RP11-846F4.10	0	0	0	0	0
RP11-846F4.11	0	0	0	0	0.0964637
RP11-846F4.12	0	0	0	0	0
RP11-846F4.5	0	0	0	0	0
RP11-846F4.6	0	0	0	0	0
RP11-846F4.8	0	0	0	0	0
RP11-846F4.9	0	0	0	0	0
RP11-847H18.2	1.35E-07	8.79E-09	1.37E-07	1.15E-07	0.0430639
RP11-847H18.3	0.0751363	0.241686	0.260831	0	0.0417907
RP11-848D3.4	1.33109	0.429238	0.310306	0.354814	0.885762
RP11-848D3.5	0.12491	0	0	0	0
RP11-848G14.2	0.189257	0.571534	0.602383	0.823586	4.04262
RP11-848G14.5	0.0319827	0.296966	0.0313201	0.583683	0.388982
RP11-848P1.2	0.225353	0.362305	0.14878	0.952589	0.179195
RP11-848P1.3	0	0	0	0	0.204581
RP11-848P1.4	0	0	0	0	0
RP11-848P1.5	0.287183	0.237542	0.187817	1.92786	0.352299
RP11-848P1.7	4.19747	0.391273	0	2.97829	0
RP11-848P1.9	4.45238	0.273944	0.696196	7.48028	0.107688
RP11-849F2.4	0	0	0	0	0
RP11-849F2.5	0.201707	0.606536	0.117254	0.3337	0.559772
RP11-849H4.2	1.31555	2.05445	0.826385	3.17232	3.03378
RP11-849H4.4	0.443897	0.882588	0.284005	0.201036	0.334518
RP11-849I19.1	0	0	0	0	0
RP11-849I19.1	0	0	0	0	0
RP11-849N15.1	0	0	0	0	0
RP11-849N15.4	0	0	0	0	0
RP11-84A1.1	0	0	0	0	0
RP11-84A1.3	0	0	0	0	0
RP11-84A14.2	0	0	0	0	0
RP11-84A14.4	0.329955	0	0.191535	0	0.366483
RP11-84A14.5	2.91E-108	2.05E-67	5.39E-37	8.47E-47	0.132385
RP11-84A19.2	0	0	0	0	0.012867
RP11-84A19.3	0.802918	0	0.324673	0.335573	0.18008
RP11-84C10.1	0.112534	0	0.130393	0	0.0625499
RP11-84C10.2	0	0	0	0	0
RP11-84C10.3	0	0	0	0	0
RP11-84C10.4	3.85E-249	0	0.0288099	1.68E-130	1.51E-220
RP11-84D1.1	0	0	0	0	0
RP11-84D1.2	0	0	0	0	0
RP11-84E24.2	0	0	0	0	0
RP11-84E24.3	0	0	0	0.160582	0
RP11-84G21.1	0.524751	0.175604	1.08837	0.279625	0.43345
RP11-84H6.1	0	0	0	0	0
RP1-184J9.2	0	0	0	0	0
RP11-84O12.2	0	0	0	0	0
RP11-84O12.3	0	0	0	0	0
RP11-84O12.4	0	0	0	0	0
RP11-84P7.2	0	0	0.0786643	0.0897296	0.0753771
RP11-84P7.3	0	0	0	0	0
RP11-850F7.7	0	0	0	0.231762	0
RP11-850P15.1	0	0	0.195519	0	0
RP11-851M3.1	0	0	0	0	0
RP11-851M3.2	0	0	0	0	0
RP11-852E15.1	0	0	0	0	0
RP11-854K16.1	0.390925	0.417707	0.274178	0.324475	0.328828
RP11-854K16.2	0.033089	0.0266144	0	0	0.0183962
RP11-854K16.3	0	0	0	0	0
RP11-855A2.3	0	0	0	0	0
RP11-855A2.3	0	0.0695189	0.100065	0	0
RP11-855A2.5	0	0.14558	0	1.1992	0
RP11-855A2.5	0	0	0	0	0
RP11-855C21.1	0	0	0	0	0
RP11-855O10.2	0.0221483	0.0712103	0	1.2372	0.160295
RP11-855O10.3	0	0	0	0	0
RP11-856B14.1	0.413145	2.79439	0.11896	1.91459	0.222849
RP11-856F16.2	2.79E-39	6.82E-65	1.07E-18	1.96E-41	1.60E-10
RP11-856F16.2	0	0	0	0	0
RP11-856M7.1	0.0285428	0	0	0	0
RP11-856M7.2	0.0909053	0	0	0	0
RP11-856M7.4	0	0	0	0	0
RP11-856M7.6	0	0.174573	0	0	0
RP11-856M7.7	0	0	0	0	0
RP11-856M7.8	0	0	0	0	0
RP11-857B24.1	0	0	0	0	0
RP11-857B24.2	0	0	0	0	0
RP11-857B24.3	0.296577	0	0	0	0.493215
RP11-857B24.5	0	0.363902	0	0	0.125321
RP11-85A1.3	0.135662	0	0.196174	0.357535	0.0377324
RP11-85B7.2	0	0.0284059	0	0.0406172	0.014761
RP11-85B7.4	0	0	0	0	0
RP11-85F14.1	0	0	0	0	0.0317063
RP11-85F14.5	2.1291	5.73017	1.62896	7.88903	6.00962
RP11-85G18.6	0	0.252306	0.271639	0	1.48E-06
RP11-85G20.1	0	0.197445	0.284481	0.0811034	0.204588
RP11-85G20.2	0	0	0	0	0
RP11-85G21.1	0	0	0	0	0
RP11-85G21.2	0	0	0	0	0
RP11-85I21.1	0	0	0	0	0
RP11-85K15.2	0.879801	1.11932	0.883391	1.33792	1.10064
RP11-85L21.4	0	0	0	0	0.0153868
RP11-85L21.4	0	0	0	0	0
RP11-85L21.5	0	0	0	0	0
RP11-85L21.5	0	0	0	0	0
RP11-85L21.6	0	0	0	0	0
RP11-85L21.6	0	0	0	0	0
RP11-85M11.2	0.0524575	0	0.130696	0	0
RP11-85O21.2	0	0	0	0	0.0135801
RP11-85O21.4	0	0	0	0	0
RP11-85O21.5	0	0	0	0	0
RP11-860B13.1	1.63E-07	3.76E-06	3.05E-07	1.39E-06	3.99E-07
RP11-860B13.3	2.94E-21	1.28E-24	4.02E-32	1.02E-42	1.35E-18
RP11-861E21.1	1.34225	0	0	0	0
RP11-861E21.2	0.482635	0.359241	0.0552153	0.0804059	0.134315
RP11-861E21.3	0	0.260748	0	0	0.0600635
RP11-861L17.2	0	0	0	0	0
RP11-861L17.3	0	0	0	0	0
RP11-862G15.1	0	0	0	0	0
RP11-862G15.2	0	0	0	0.0259081	0
RP11-862L9.3	0	0	0.132672	0.0481854	0.0916208
RP11-862P13.1	0	0	0	0	0
RP11-863H1.1	0	0	0	0	0
RP11-863K10.2	0	0	0	0	0
RP11-863K10.4	4.7625	8.11149	4.83872	5.79187	7.86625
RP11-863K10.7	0.0763317	0.0212304	0.0290474	0.0165293	0.027999
RP11-863N1.1	0	0	0	0.0520169	0
RP11-863P13.1	1.59E-41	0	0	0	0
RP11-863P13.2	0	0	0	0	0
RP11-863P13.3	5.67608	0	0.119196	0	0
RP11-863P13.4	0.0146921	0.0118087	0	0.0289539	0.0409024
RP11-863P13.5	0	0	0	0	0.0654079
RP11-863P13.6	0	0	0	0	0
RP11-863P13.7	5.54409	0	0.0503483	0	0.0232501
RP11-864G5.1	0.647944	0.521077	0.656182	0.587438	1.30626
RP11-864G5.3	1.51E-45	6.56E-52	2.36E-30	3.00E-31	4.05E-11
RP11-864I4.3	0	0.324888	0.706153	0.539369	0
RP11-864I4.4	0.197637	0	0.11487	0.131185	0
RP11-864J10.2	0.24982	0.100492	0.144799	0.247697	0.0694141
RP11-864J10.4	0.346541	0.210752	0.187267	0.086449	0.108736
RP11-864N7.1	0	0	0	0	0
RP11-864N7.2	381.279	1088.81	907.536	652.889	1056.27
RP11-865B13.1	0	0	0	0	0
RP11-865I6.2	0.789856	1.90648	0.152642	19.0929	13.898
RP11-866E20.1	0	0	0	0	0
RP11-866E20.3	1.11E-07	7.42E-12	0.0416907	6.26E-32	3.16E-30
RP11-867G2.2	0	0	0	0	0
RP11-867G2.5	0	0	0	0	0
RP11-867G2.6	0	0	0	0	0
RP11-867G2.8	0.453797	0.0314594	0.457707	1.24E-05	5.96E-52
RP11-867G23.1	0	0	0.169129	0	0
RP11-867G23.10	3.81758	0.079681	0	0	0
RP11-867G23.12	4.83E-246	0	2.12E-158	2.91E-289	0
RP11-867G23.13	0.244199	0	0	0	0
RP11-867G23.2	0	8.26E-279	1.23E-228	3.12E-213	2.31E-257
RP11-867G23.3	0.14798	1.21688	0.277036	0.242633	0.318811
RP11-867G23.4	0.768343	5.50175	0.337234	4.84021	2.84198
RP11-867G23.8	0	0.444868	0.640209	0.416811	0.395565
RP11-867G23.9	0	0	0	0	0
RP11-867O8.5	0	0	0	0	0
RP11-869B15.1	0.52704	0.353226	0.30507	0.231762	0.195382
RP11-86A5.1	0.360886	0	0	0	0
RP1-186E20.1	0	0	3.45938	0	0
RP11-86H7.1	0.458065	0.267377	1.32445	0.769161	0.948789
RP11-86H7.3	0	0	0	0	0
RP11-86H7.6	0	0	0	0	0
RP11-86H7.7	0	0.0737876	0.397596	0.0150827	0.127764
RP11-86K22.1	0	0	0	0	0
RP11-86L19.2	0	0	0	0	0
RP11-871F6.2	0	0.211261	0	0.0868139	0
RP11-871F6.3	0	0	0	0	0
RP11-872D17.4	4.66E-111	0	0.17456	5.02E-132	0.167851
RP11-872D17.8	0	1.75E-18	0.627762	2.04E-238	4.88E-168
RP11-872J21.2	0	0	0	0	0
RP11-872J21.3	0.535497	1.40623	0.165005	1.10893	0.29805
RP11-873E20.1	0.300024	0	0	0.0219214	0.0742206
RP11-873E20.2	0	0	0	0	0
RP11-874G11.1	0	0	0	0.101039	0
RP11-874J12.3	0	0	0	0	0
RP11-874J12.4	0.037252	0	0	0	0
RP11-875H7.1	0	0	0.0638668	0	0
RP11-875H7.2	0.203382	0	0	0	0
RP11-875H7.5	0	0	0	0	0
RP11-875O11.1	1.07406	1.74E-77	0.542862	0.349871	0.429878
RP11-875O11.2	0	0.0945114	0.0339478	0.0128771	0
RP11-875O11.3	0.606466	0.115584	2.00931	0	0.159598
RP11-876F14.1	3.20126	0	0	0	0
RP11-876N24.1	0.0240107	0.0386078	0.0416352	0.0316045	0.0133611
RP11-876N24.2	0	0	0	0	0
RP11-876N24.4	0.247512	0.190047	0.371724	0.93551	0.31017
RP11-876N24.5	0.625508	0.541575	0.917781	2.50169	0.642596
RP11-877E17.2	1.77315	0.477017	1.90416	0.408638	1.69751
RP11-879D6.1	0	0	0	0	0
RP11-879F14.1	0	0	0	0	0
RP11-879F14.2	0.191903	5.71E-47	6.81533	1.02E-19	0
RP11-879F14.3	0.106173	0	0.122995	0	0
RP1-187B23.1	0	0	0	0	0.0130711
RP11-87C12.4	0.168387	0.813203	0.391038	0.781078	0.280527
RP11-87C12.5	0	7.91E-92	0	1.47E-20	0.0480471
RP11-87E22.1	0	0	0	0	0
RP11-87E22.2	0	0.283746	0	0	0
RP11-87F15.2	2.06E-35	6.57E-29	3.39E-15	2.63E-32	0
RP11-87G24.3	0	0	0.438721	0	0.207513
RP11-87G24.5	0	0	0	0	0
RP11-87G24.6	0	0	0	0	0
RP11-87H9.2	2.44439	1.54864	2.42044	1.66169	3.76977
RP11-87H9.3	0.0452434	0.00692713	0.987598	0.048149	0.0479738
RP11-87M18.2	0	0	0	0	0
RP11-87N24.1	0	0	0	0	0
RP11-87N24.2	0	0	0	0	0
RP11-87N24.3	0	0	0	0	0
RP11-87O11.1	0	0	0	0	0
RP11-87P13.2	0	0	0	0	0
RP11-881L2.1	0.12523	0	0	0	0
RP11-881M11.1	0	0	0	0	0
RP11-881M11.2	0.0733312	0.0589691	0.0424246	0.386645	0.0407879
RP11-881M11.4	0.0678311	0.78796	0.0821597	1.01471	0.260613
RP11-881M11.8	0	0	0	0	0
RP11-882G5.1	0	0	0	0	0
RP11-882I15.1	0	0	0	0	0
RP11-883A18.3	0.13738	0	0.0397327	0	0.114628
RP11-883G10.1	0	0	0	0	0
RP11-883G14.1	0	0	0	0	0
RP11-883G14.2	0	0	0	0	0
RP11-883G14.3	0	0	0	0	0
RP11-883G14.4	0	0	0	0	0
RP11-885B4.1	0	0.497232	0.361353	0	0
RP11-885B4.2	0.120295	0	0	0	0
RP11-885L14.1	0.0247401	0	0	0	0.0137727
RP11-885N19.5	0.903269	0.3017	0.521297	0.389554	0.518652
RP11-885N19.6	0	0	0	0.0409663	0
RP11-886D15.1	0	0	0	0	0
RP11-886H22.1	9.66E-09	0	1.48E-10	3.21E-231	0
RP11-886I11.2	0	0	0	0	0
RP11-886I11.3	0	0	0	0	0
RP11-886I11.4	0	0	0	0	0.0242018
RP11-886P16.6	0	0	0	0	0
RP11-887P2.3	141.818	60.647	298.543	254.968	125.728
RP11-887P2.5	0	0	0	0.0222563	0
RP11-887P2.6	0.384557	0.0618499	0.133505	0.304203	0.0427766
RP11-888D10.3	0.910002	0.244105	2.4639	1.40569	0.842467
RP11-889D3.1	0	0	0	0	0
RP11-889D3.2	0	0	0	0	0
RP11-889L3.1	60.9677	172.131	119.919	170.652	161.158
RP11-889L3.4	0	0.328632	0.0393994	0.0897591	0.11367
RP11-88B8.2	0	0	0.0462547	0	0.0444545
RP11-88E18.1	0	0	0	0	0
RP11-88G17.2	9.84E-164	3.23E-29	0.205832	0.214591	1.78E-125
RP11-88G17.2	0	0	0	0	0
RP11-88H10.2	0	0	0	0	0
RP11-88H10.3	0	0	0	0	0
RP11-88H9.1	6.94E-25	0.214789	0	0	0.074394
RP11-88H9.2	0.0864405	0.047254	0	0	0.0326974
RP11-88I18.2	0.156396	0.015583	0.150484	0.0148621	0.0553742
RP11-88I18.2	0	0	0	0	0
RP11-88I18.3	0	0	0	0	0
RP11-88I18.3	0	0	0	0	0
RP11-88I18.4	0	0	0	0	0
RP11-88I18.4	0	0	0	0	0
RP11-88I21.1	0	0	0	0	0.0594076
RP11-88I21.2	0	0	0	0	0
RP11-88K11.1	0.521036	0.642429	0.582698	0.595099	1.02406
RP11-88L24.4	0	0	0	0	0
RP11-88M19.3	0	0	0.0492119	0.112055	0.0710872
RP11-890B15.2	0.111762	0	0.193928	0	0
RP11-890B15.3	0.862569	0.805415	1.10572	2.11626	1.62451
RP11-893F2.13	0.242382	0.097496	0.35117	0.16018	0.0673515
RP11-893F2.14	0	0	0.0170968	0	0
RP11-893F2.15	0	0	0	0	0
RP11-893F2.5	0	0	0	0	0
RP11-893F2.6	0	0	0	0	0
RP11-893F2.9	0.161184	0	0.419737	0	0.0448208
RP11-894P9.1	1.97675	4.05071	2.2844	1.55525	2.37292
RP11-894P9.2	0	0.0960642	0	0.0789073	0
RP11-895K13.2	0	0	0	0	0
RP11-895M11.2	0	0	0	0.204209	0.169459
RP11-895M11.3	0	0.246699	0.178478	0.816837	0.169459
RP11-896J10.3	0	1.27E-70	9.49E-27	0	2.16E-12
RP11-897M7.1	0	0	0	0.185159	0
RP11-899L11.1	0	0	0	0	0
RP11-899L11.3	0	0	0	0	0
RP11-89A12.1	13.0441	4.96128	7.20264	6.60806	5.79016
RP11-89A16.1	0	0	0	0	0
RP11-89B16.1	0	0	0	0	0.157256
RP11-89B16.2	0	0	0	0	0
RP11-89C21.2	1.2693	1.43837	0.624811	1.09389	0.474969
RP11-89C21.3	0	0.21892	0.157769	0	0.0755865
RP11-89C3.1	0	0	0	0	0
RP11-89F3.2	0	0.386982	0.0798253	0.307723	0.304801
RP11-89F3.2	0	0	0	0	0
RP11-89H19.1	0	0	0.0246922	0	0
RP11-89K10.1	0	0.801697	0.14581	0.890804	0.118779
RP11-89K10.2	0	0	0	0	0
RP11-89K11.1	0.068021	0	0	0	0
RP11-89K18.1	0	0	0	0	0
RP11-89K21.1	0.143805	0	2.41455	5.44972	0.127504
RP11-89K22.1	0	0	0	0	0
RP11-89M16.1	0	0.10121	0.33947	0	0
RP11-89M20.1	0	0	0	0	0
RP11-89M20.2	0	0	0	0	0
RP11-89M22.3	0	0	0	0	0
RP11-89N17.1	0	0.0429607	0	0	0
RP11-89N17.2	0	0	0	0	0.0626941
RP11-89N17.3	0	0	0	0	0
RP11-89N17.4	0.0337974	0	0	0	0
RP1-18D14.7	0	0	0	0	0
RP1-18F17.1	0	0	0	0	0
RP11-8H2.1	0.106168	0.0284489	0.10223	0.139646	0.196973
RP11-8J23.1	0	0	0	0	0
RP11-8J9.1	0	0	0	0	0
RP11-8J9.5	0	0	0	0.0486978	0
RP11-8L18.2	0	0	0	0	0
RP11-8L18.3	0	0	0	0	0
RP11-8L2.1	0	0.236912	0.223373	0.157352	0
RP11-8L21.1	0	0	0	0	0
RP11-8L8.1	0	0	0	0	0
RP11-8L8.2	0	0	0	0	0
RP11-8P11.3	0	1.04784	0	0	0.0723691
RP11-8P13.1	0	0	0	0	0
RP11-902B17.1	0	0.0270384	0	0.206244	0.269485
RP11-903H12.2	0.523254	0.300426	0.518048	0.270226	0.457743
RP11-903H12.3	0	0	3.62E-182	0	0.128107
RP11-903H12.4	0	0	0	0	0
RP11-905K4.1	0	0.168968	0.121667	0	0
RP11-907B8.1	0	0	0	0	0
RP11-907D1.1	0	0	0	0	0
RP11-907D1.2	0	0	0	0	0
RP11-909B2.1	0	0	0	0	0
RP11-909M7.3	2.36E-30	0	0	0	0
RP11-909N17.2	0	0.49114	0.141526	0.080695	0
RP11-909N17.3	0	1.58378	0.623276	2.01606	0
RP11-90B22.2	0	0	0	0	0
RP11-90B9.2	0	0	0.182841	0	0.0874973
RP11-90C1.1	0	0	0	0	0
RP11-90C4.1	0	0	0	0	0
RP11-90C4.2	0	0	0	0	0
RP11-90C4.3	0	0	0	0	0
RP11-90C4.4	0	0	0	0	0
RP11-90D11.1	0	0	0	0	0
RP11-90D4.1	0	0.0480881	0	0	0.294367
RP11-90D4.2	0	0.0735159	0.269825	0.0604038	2.43452
RP11-90D4.3	0	0	0	0	0
RP11-90E5.1	0	0	0	0	0
RP11-90E9.1	1.59886	5.38413	2.73311	2.26047	2.27436
RP11-90H3.1	2.16556	2.36505	3.84472	2.60207	4.94649
RP11-90H3.2	0	0	0.18903	0.143668	0.120928
RP1-190J20.2	0	0	0	0	0.0374725
RP11-90J7.2	0	0	0	0	0
RP11-90J7.3	0.815166	0	0	0	0.0503836
RP11-90J7.4	0	0	0	0	0
RP11-90K17.2	0	0.258574	0	0	0
RP11-90K18.1	0	0	0	0	0
RP11-90K6.1	0	0	0	0	0
RP11-90L20.2	0	0.0471559	0.0169426	0	0.0653096
RP11-90M11.1	0	0.0303403	0	0.0248246	0
RP11-90O23.1	1.432	2.48494	1.83146	1.83812	2.55709
RP11-90P13.1	0.0159389	0.0128108	0	0	0
RP11-90P16.1	0	0	0	0	0
